
AC(-1)
AC(-2)
AC(-3)
AC(-4)
AC(-5)
AC(-6)
AC(1)
AC(2)
AC(20)
AC(3)
AC(4)
AC(5)
AC(6)
ACOverrideFormula(13,true,Dexterity)
ACOverrideFormula(16,false)
UnlockSpell(Target_LOW_DevilsFee_Gold)
UnlockSpell(Target_LOW_Dog_Ghost_PreyOffering_1)
UnlockSpell(Target_LOW_Multiattack_Cazador)
UnlockSpell(Target_LOW_RamazithsTower_Stoneskin,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_LOW_Raphael_RestoreSoul)
UnlockSpell(Target_MAG_HoldPerson)
UnlockSpell(Target_MAG_Legendary_Chromatic_CloudKill)
UnlockSpell(Target_MAG_Legendary_Chromatic_HungerOfHadar)
UnlockSpell(Target_MAG_Legendary_Chromatic_IceStorm)
UnlockSpell(Target_MAG_Legendary_Chromatic_Shatter)
UnlockSpell(Target_MF_Imperil_Recast)
UnlockSpell(Target_MOO_BloodPotion_IceStorm)
UnlockSpell(Target_MOO_BloodPotion_Jump)
UnlockSpell(Target_MOO_BloodPotion_Knock)
UnlockSpell(Target_MOO_BloodPotion_MistyStep)
UnlockSpell(Target_MOO_Ketheric_CommandTroops)
UnlockSpell(Target_MOO_Ketheric_SpawnDeathBloom)
UnlockSpell(Target_MOO_SendingStone_Beacon)
UnlockSpell(Target_MOO_SendingStone_Beacon_HarperCaster)
UnlockSpell(Target_MOO_SendingStone_Beacon_HarperMelee)
UnlockSpell(Target_MOO_SendingStone_Beacon_HarperRanger)
UnlockSpell(Target_MenacingAttack)
UnlockSpell(Target_Moonbeam_Move)
UnlockSpell(Target_Moonbeam_Move_3)
UnlockSpell(Target_Moonbeam_Move_4,,,,Wisdom)
UnlockSpell(Target_Moonbeam_Move_5,,,,Wisdom)
UnlockSpell(Target_Moonbeam_Move_6,,,,Wisdom)
UnlockSpell(Target_Multiattack_Owlbear)
UnlockSpell(Target_Multiattack_Redcap)
UnlockSpell(Target_OfferSelf_Necromite)
UnlockSpell(Target_PolearmMaster_BonusAttack)
UnlockSpell(Target_SCE_TieflingFollowup_BardicInspiration)
UnlockSpell(Target_SHA_Justiciar_UntenableSecret_Ally)
UnlockSpell(Target_SHA_Necromancer_Cloudkill_Recast)
UnlockSpell(Target_ShieldShove)
UnlockSpell(Target_Shove)
UnlockSpell(Target_Sleep_MindFlayer)
UnlockSpell(Target_Smite_Blinding)
UnlockSpell(Target_Smite_Divine)
UnlockSpell(Target_SpeakWithDead_FreeRecast)
UnlockSpell(Target_Summon_Brewer_Acid)
UnlockSpell(Target_Summon_Brewer_Cold)
UnlockSpell(Target_Summon_Brewer_Fire)
UnlockSpell(Target_Summon_Brewer_Lightning)
UnlockSpell(Target_Summon_Brewer_Poison)
UnlockSpell(Target_SurgeryAttack_Bonesaw_Surgeon)
UnlockSpell(Target_SurgeryAttack_Leech_Surgeon)
UnlockSpell(Target_SurgeryAttack_Syringe_Surgeon)
UnlockSpell(Target_SurgeryAttack_Trepan_Surgeon)
UnlockSpell(Target_TAD_BlackHole_Recast)
UnlockSpell(Target_TAD_Imperil_Recast)
UnlockSpell(Target_UnarmedStrike_Monk)
UnlockSpell(Target_VampiricTouch_Free)
UnlockSpell(Target_VampiricTouch_Free_4)
UnlockSpell(Target_VampiricTouch_Free_5)
UnlockSpell(Target_VampiricTouch_Free_6)
UnlockSpell(Target_WYR_CrushingFist_Gortash)
UnlockSpell(Target_WarMagic_Githyanki_Attack)
UnlockSpell(Target_WildMagicBarbarian_ExplodingFlumph)
UnlockSpell(Target_WildMagicBarbarian_Teleport)
UnlockSpell(Target_WildMagic_Teleport)
UnlockSpell(Throw_ImprovisedWeaponBerserker)
UnlockSpell(Throw_Telekinesis_Recast)
UnlockSpell(Throw_Telekinesis_WildMagic)
UnlockSpell(Throw_Throw_Nurse)
UnlockSpell(Wall_END_AllyAbility_VossDragonFire)
UnlockSpell(Wall_MAG_Legendary_Chromatic_WallOfFire)
UnlockSpell(Zone_Belch_Physical_Brewer)
UnlockSpell(Zone_ConeOfCold,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Zone_GustOfWind)
UnlockSpell(Zone_MAG_Automaton_SunbeamShot_Recreate)
UnlockSpell(Zone_MAG_Legendary_Chromatic_ConeOfCold)
UnlockSpell(Zone_MAG_Legendary_Chromatic_LightningBolt)
UnlockSpell(Zone_MOO_BloodPotion_BurningHands)
UnlockSpell(Zone_MOO_BloodPotion_LightningBolt)
UnlockSpell(Zone_Sunbeam_Recreate)
UnlockSpellVariant(ArcaneTricksterQuickenedSpellFilter(), ModifyIconGlow(),ModifyTooltipDescription(), ModifyUseCosts(Replace,BonusActionPoint,1,0,ActionPoint))
UnlockSpellVariant(ExtraAttackCheck(),ModifyUseCosts(Replace,ActionPoint,0,0,ActionPoint))
UnlockSpellVariant(ExtraAttackCheck(),ModifyUseCosts(Replace,ActionPoint,0,0,ActionPoint),ModifyIconGlow(),ModifyTooltipDescription())
UnlockSpellVariant(ExtraAttackCheck(),ModifyUseCosts(Replace,BonusActionPoint,1,0,ActionPoint),ModifyIconGlow(),ModifyTooltipDescription())
UnlockSpellVariant(ExtraAttackCheck(),ModifyUseCosts(Replace,BonusActionPoint,1,0,ActionPoint),ModifyUseCosts(Add,WarPriestActionPoint,1,0),ModifyIconGlow(),ModifyTooltipDescription())
UnlockSpellVariant(ExtraAttackCheck(),ModifyUseCosts(Replace,ReactionActionPoint,1,0,ActionPoint),ModifyIconGlow(),ModifyTooltipDescription())
UnlockSpellVariant(GreaterNecromancySpellFilter(),ModifyIconGlow(),ModifyTooltipDescription(),ModifyUseCosts(Replace,SpellSlot,0,-1,SpellSlot),ModifyUseCosts(Replace,WarlockSpellSlot,0,-1,WarlockSpellSlot),ModifyUseCosts(Replace,SpellSlotsGroup,0,-1,SpellSlotsGroup))
UnlockSpellVariant(HeightenedSpellCheck(), ModifySavingThrowDisadvantage())
UnlockSpellVariant(MagicItemPoweredSpellCheck(),ModifyIconGlow(),ModifyTooltipDescription(),ModifyUseCosts(Replace,SpellSlot,0,-1,SpellSlot),ModifyUseCosts(Replace,WarlockSpellSlot,0,-1,WarlockSpellSlot),ModifyUseCosts(Replace,SpellSlotsGroup,0,-1,SpellSlotsGroup))
UnlockSpellVariant(MagicalAmbushCheck(), ModifySavingThrowDisadvantage(), ModifyIconGlow())
UnlockSpellVariant(MindSanctuaryCheck(),ModifyIconGlow(),ModifyTooltipDescription())
UnlockSpellVariant(MindSanctuaryCheck(),ModifyTooltipDescription())
UnlockSpellVariant(QuickenedCantripCheck(), ModifyIconGlow(), ModifyTooltipDescription(), ModifyUseCosts(Replace,BonusActionPoint,1,0,ActionPoint))
UnlockSpellVariant(RangedSpellAttackCheck(), ModifySpellRoll('AttackType.RangedSpellAttack','AttackType.MeleeSpellAttack'), ModifyTargetRadius(Override, 3),ModifyIconGlow(), ModifyTooltipDescription())
UnlockSpellVariant(SpellId('Projectile_Jump'),ModifyUseCosts(Replace,BonusActionPoint,0,0,BonusActionPoint))
UnlockSpellVariant(SpellId('Target_MindFlayer_HammerAttack'),ModifyIconGlow())
UnlockSpellVariant(SpellId('Throw_LOW_NineFingers_SneakyDagger'),ModifyUseCosts(Replace,ActionPoint,0,0,ActionPoint),ModifyIconGlow(),ModifyTooltipDescription())
UnlockSpellVariant(TwinnedCantripProjectileSpellCheck(),ModifyNumberOfTargets(AdditiveBase,1), ModifyIconGlow(), ModifyTooltipDescription())
UnlockSpellVariant(TwinnedCantripTargetSpellCheck(),ModifyAreaRadius(AdditiveBase,6),ModifyMaximumTargets(Override,2), ModifyIconGlow(), ModifyTooltipDescription())
UnlockSpellVariant(TwinnedCantripTargetTouchSpellCheck(),ModifyAreaRadius(AdditiveBase,2),ModifyMaximumTargets(Override,2), ModifyIconGlow(), ModifyTooltipDescription())
WeaponAttackRollAbilityOverride(Charisma)
WeaponAttackRollAbilityOverride(SpellCastingAbility)
WeaponAttackRollBonus(2)
WeaponAttackRollBonus(CharismaModifier)
WeaponAttackTypeOverride(MeleeSpellAttack)
WeaponDamage(1d10,Piercing)
WeaponDamage(1d10,Poison)
WeaponDamage(1d4, Bludgeoning)
WeaponDamage(1d4, Cold)
WeaponDamage(1d4, Fire)
WeaponDamage(1d4, Force)
WeaponDamage(1d4, Lightning)
WeaponDamage(1d4, Poison)
WeaponDamage(1d4, Radiant)
WeaponDamage(1d4,Acid)
WeaponDamage(1d4,Cold)
WeaponDamage(1d4,Fire)
WeaponDamage(1d4,Force)
WeaponDamage(1d4,Lightning)
WeaponDamage(1d4,Necrotic)
WeaponDamage(1d4,Poison)
WeaponDamage(1d4,Thunder)
WeaponDamage(1d6, Fire)
WeaponDamage(1d6, Force)
WeaponDamage(1d6, Lightning)
WeaponDamage(1d6, Necrotic)
WeaponDamage(1d6, Piercing)
WeaponDamage(1d6, Poison)
WeaponDamage(1d6,Force)
WeaponDamage(1d6,Poison)
WeaponDamage(1d6,Psychic)
WeaponDamage(1d6,Thunder)
WeaponDamage(1d8, Fire)
WeaponDamage(1d8, Radiant)
WeaponDamage(1d8,Poison)
WeaponDamage(2d6,Poison)
WeaponDamage(3, Poison)
WeaponDamage(3,Piercing)
WeaponDamage(3d6, Fire)
WeaponDamage(3d6,Poison)
WeaponDamage(6, Poison)
WeaponDamage(6d6,Poison)
WeaponDamage(ProficiencyBonus, Force)
WeaponDamage(StrengthModifier, Slashing)
WeaponDamageDieOverride(1d8)
WeaponDamageDieOverride(4d8)
WeaponDamageResistance(Bludgeoning)
WeaponDamageResistance(Piercing)
WeaponDamageResistance(Slashing)
WeaponEnchantment(1)
WeaponEnchantment(2)
WeaponEnchantment(3)
WeaponProperty(Light)
WeaponProperty(Magical)
WeaponProperty(Thrown)
WeightCategory(+1)
WeightCategory(-1)
